1740721733,e192d5341051,reverse-proxy-api-1,e192d5341051,131.22%,"182.9MiB / 1GiB",17.86%,"220MB / 128MB","0B / 0B",61
1740721745,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,56.09%,"106.5MiB / 15.51GiB",0.67%,"329MB / 385MB","0B / 0B",40
1740721745,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,21.65%,"4.329GiB / 15.51GiB",27.92%,"226MB / 203MB","0B / 0B",1024
1740721745,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.68%,"805.6MiB / 15.51GiB",5.07%,"26.9MB / 90.3MB","0B / 0B",247
1740721745,e192d5341051,reverse-proxy-api-1,e192d5341051,137.42%,"194.8MiB / 1GiB",19.02%,"224MB / 130MB","0B / 0B",60
1740721756,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,12.99%,"106.6MiB / 15.51GiB",0.67%,"334MB / 390MB","0B / 0B",40
1740721756,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,22.57%,"4.396GiB / 15.51GiB",28.35%,"228MB / 205MB","0B / 0B",1021
1740721756,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.67%,"806.1MiB / 15.51GiB",5.08%,"27MB / 90.3MB","0B / 0B",247
1740721756,e192d5341051,reverse-proxy-api-1,e192d5341051,135.19%,"197.4MiB / 1GiB",19.28%,"227MB / 132MB","0B / 0B",60
1740721768,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,13.19%,"106.5MiB / 15.51GiB",0.67%,"339MB / 396MB","0B / 0B",40
1740721768,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,23.32%,"4.457GiB / 15.51GiB",28.74%,"230MB / 208MB","0B / 0B",1023
1740721768,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.76%,"806.8MiB / 15.51GiB",5.08%,"27.2MB / 90.4MB","0B / 0B",245
1740721768,e192d5341051,reverse-proxy-api-1,e192d5341051,136.75%,"197.4MiB / 1GiB",19.28%,"231MB / 134MB","0B / 0B",60
1740721778,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,0.40%,"105.4MiB / 15.51GiB",0.66%,"342MB / 399MB","0B / 0B",40
1740721778,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,0.16%,"263.8MiB / 15.51GiB",1.66%,"231MB / 209MB","0B / 0B",47
1740721778,b424db67d982,reverse-proxy-controller-1,b424db67d982,4.05%,"806.1MiB / 15.51GiB",5.08%,"27.3MB / 90.4MB","0B / 0B",233
1740721778,e192d5341051,reverse-proxy-api-1,e192d5341051,0.49%,"179.6MiB / 1GiB",17.54%,"233MB / 135MB","0B / 0B",60
1740721790,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,0.21%,"104.8MiB / 15.51GiB",0.66%,"342MB / 399MB","0B / 0B",40
1740721790,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,0.34%,"263.8MiB / 15.51GiB",1.66%,"231MB / 209MB","0B / 0B",47
1740721790,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.98%,"807MiB / 15.51GiB",5.08%,"27.3MB / 90.4MB","0B / 0B",233
1740721790,e192d5341051,reverse-proxy-api-1,e192d5341051,0.15%,"179.6MiB / 1GiB",17.54%,"233MB / 135MB","0B / 0B",60
1740721802,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,0.14%,"104.1MiB / 15.51GiB",0.66%,"342MB / 399MB","0B / 0B",40
1740721802,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,0.11%,"263.8MiB / 15.51GiB",1.66%,"231MB / 209MB","0B / 0B",47
1740721802,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.56%,"807.6MiB / 15.51GiB",5.09%,"27.4MB / 90.4MB","0B / 0B",233
1740721802,e192d5341051,reverse-proxy-api-1,e192d5341051,0.08%,"179.6MiB / 1GiB",17.54%,"233MB / 135MB","0B / 0B",60
1740721812,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,0.24%,"103.6MiB / 15.51GiB",0.65%,"342MB / 399MB","0B / 0B",40
1740721812,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,0.15%,"263.8MiB / 15.51GiB",1.66%,"231MB / 209MB","0B / 0B",47
1740721812,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.75%,"809MiB / 15.51GiB",5.09%,"27.4MB / 90.4MB","0B / 0B",233
1740721812,e192d5341051,reverse-proxy-api-1,e192d5341051,0.29%,"179.6MiB / 1GiB",17.54%,"233MB / 135MB","0B / 0B",60
1740721824,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,0.19%,"102.9MiB / 15.51GiB",0.65%,"342MB / 399MB","0B / 0B",40
1740721824,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,0.12%,"263.8MiB / 15.51GiB",1.66%,"231MB / 209MB","0B / 0B",47
1740721824,b424db67d982,reverse-proxy-controller-1,b424db67d982,1.18%,"809.5MiB / 15.51GiB",5.10%,"27.4MB / 90.4MB","0B / 0B",233
1740721824,e192d5341051,reverse-proxy-api-1,e192d5341051,0.13%,"179.6MiB / 1GiB",17.54%,"233MB / 135MB","0B / 0B",60
1740721837,d8e4d40d4b71,reverse-proxy-nginx-proxy-1,d8e4d40d4b71,0.19%,"102.5MiB / 15.51GiB",0.65%,"342MB / 399MB","0B / 0B",40
1740721837,c55daf28071e,reverse-proxy-agent-1,c55daf28071e,0.16%,"262.6MiB / 15.51GiB",1.65%,"231MB / 209MB","0B / 0B",37
1740721837,b424db67d982,reverse-proxy-controller-1,b424db67d982,0.65%,"810.1MiB / 15.51GiB",5.10%,"27.4MB / 90.4MB","0B / 0B",233
1740721837,e192d5341051,reverse-proxy-api-1,e192d5341051,0.12%,"179.6MiB / 1GiB",17.54%,"233MB / 135MB","0B / 0B",60
